Issue Type,Summary,Description,Status,Updated,Created,Comments,Comments.1,Comments.2,Comments.3,Comments.4,Comments.5,Comments.6,Comments.7,Comments.8,Comments.9,Comments.10,Comments.11,Comments.12,Comments.13,Issue key,Issue id,hours
Story,[CHILE]-[CHILQUINTA] - Estimación HH para habilitar el Anexo 70 para Factura y Boletas,"*Empresas*:
RUT: 96813520-1	Chilquinta Distribución
RUT: 91344000-5	Litoral
RUT: 96766110-4	Casablanca
RUT: 96884450-4	Luzlinares
RUT: 96866680-0	Luzparral

*Producto*: Paperless
*Tipo de Integración*: INHOUSE
*Documento de alcance*: Boleta y Factura de Energía
*Descripción*:
Se solicita estimar:

* Habilitación del Anexo 70 para las boletas y facturas para las 5 empresas listadas. Actualmente el anexo 70 solo se despliega para la Factura de energía de Chilquinta Distribución (RUT: 96813520-1)
* También considerar una modificación al Anexo 70, específicamente en el ultimo párrafo:

*Párrafo actual*:



*Nuevo Párrafo*:



Donde los valores de <EMAIL> y <FONO> debe corresponder mostrar los datos de acuerdo a la tabla:

||*Empresa*||*email*||*Teléfono*||
|CHILQUINTA|[contacto@chilquinta.cl|mailto:contacto@chilquinta.cl]|600 600 5000|
|LITORAL|[litoral@litoral.cl|mailto:litoral@litoral.cl]|600 730 7630|
|CASABLANCA|[casablanca@casablanca.cl|mailto:casablanca@casablanca.cl]|(32) 2265370|
|LUZLINARES|[luzlinares@luzlinares.cl|mailto:luzlinares@luzlinares.cl]|600 600 2500|
|LUZPARRAL|[luzparral@luzparral.cl|mailto:luzparral@luzparral.cl]|600 600 2200|

*Consideraciones*

* Servidores Afectados : Chilquinta y Filiales
* Considerar cambios a realizarse en ambiente QA y PRD
* Considerar acompañamiento en pruebas
* Se adjunta el formato del Anexo 70[^AnexoCNR_.docx]",Complete,7/15/2025 17:16,6/18/2025 18:48,"19/Jun/25 12:40 PM;5ebc6317a39bb50bb1441398;[~accountid:5ebc58b49ce9ee0b89bb088f] El cambio solicitado para 5 rut que poseen el anexo 70 es:

Nota: Considerar que el ajuste en template PPL tiene limitaciones por lo que el texto se verá con mensaje completo, PERO puede variar el formato como salto de linea. Por ejemplo en el parrafo nuevo :



||*TASK*||*HH POR RUT*||*TOTAL 5 RUTS*||
|Cambio en Anexo + Gen Muestras+tests|4|20|
|Cambio QA+PROD|2|4|
|Pruebas servidor cliente|1|5|
|Meet aclarar dudas SC PM|1|1|
|*TOTAL*| |*30*|",,,,,,,,,,,,,,CESQ-3963,2687312,5
Task,[CL][PPL][Estimacion][Walmart - Reporte automático capturar campo personalizado SG de impresióndetalle],"Cliente:

En [walmartchile.paperless.cl|http://walmartchile.paperless.cl] (pplDYS.jar): 10.255.32.176

* Administradora Supermercados Hiper Ltda.	76134941-4
* Administradora Supermercados Express Ltda.	76134946-5
* Abarrotes económicos S.A.	76833720-9

En [walmart.paperless.cl|http://walmart.paperless.cl] (pplWalmart.jar): 10.255.32.149

* Walmart Chile Mayorista Ltda.	76232647-7
* EKONO LIMITADA	76473580-3

Requerimiento: Se solicita estimar las HH necesarias para modificar el desarrollo [https://sovos.atlassian.net/browse/CESQ-3933|https://sovos.atlassian.net/browse/CESQ-3933].

Se necesita que la columna SG con el dato personalizado se complete con la información contenida en un tag <ImpresionDetalle>

De acuerdo al siguiente ejemplo

{code:xml}<ImpresionDetalle>
<PersonNroLinDet>3</PersonNroLinDet>
<DetPersonAFN_01>SG: xxxxx</DetPersonAFN_01>
<DetPersonAFN_02>down</DetPersonAFN_02>
</ImpresionDetalle>{code}

Adicionalmente, validar si existe la opción de filtrar la extracción de este dato por local de emision, para evitar revisar XMLs de tiendas que no van a contener el dato.

Quedamos atentos.

Saludos!",Complete,6/17/2025 17:01,6/17/2025 16:05,"17/Jun/25 5:00 PM;5ebc5bd3f235020b843a89ef;[~accountid:5e1643c0d5227b0e9d981cb3] ,

Las HH estimadas son:

|ACTIVIDAD|HH|
|Almacenar dato Impresión detalle en docemitag|28|
|Toma de Requerimientos (Reuniones con SC)|1|
|Revisión de código|2|
|Pruebas Unitarias|4|
|Compilación y aprobación de código|1|
|*TOTAL*|*36*|

*Nota:* El proceso a desarrollar deb ejecutarse en el userexit GDOCACT y este debe filtrar por Rut. Luego recorrer las impresiones detalles del xml y buscar el dato antes mencionado “{{<DetPersonAFN_01>SG: xxxxx</DetPersonAFN_01>}}“ el cual debe ser parceado para ser almacenado en la tabla docemitag.",17/Jun/25 5:01 PM;5ebc5bd3f235020b843a89ef;Se envio estimacion solicitada,,,,,,,,,,,,,CESQ-3960,2686003,20.51
Story,CHILE - ESTIMACION - SERVICIOS GESAT - EXTENDER EL RUT DE SERVICIOS GESAT A 2 NUEVAS SOCIEDADES,"CLIENTE: SERVICIOS GESAT RUT: 78902370-0
SERVIDOR: eGateway y Retail4
Ambiente: QA
Salesforce*:* *ADMIN*
Tarea: Work Estimation

DETALLE:
Cliente solicita la creación de 2 nuevas sociedades para trabajar en la plataforma Paperless, para ello se solicita la estimación que considere habilitar ambas sociedades, para quedar homologadas a la operación que actualmente realiza la sociedad SERVICIOS GESAT RUT: 78902370-0.

Se usará misma forma de imprimir, misma forma de foliar, impresoras compartidas cups, etc.

Estarán en mismo servidor GW en la nube de Google.",Complete,6/16/2025 15:14,6/16/2025 14:43,"16/Jun/25 3:14 PM;5ebc596086d01b0b7d52c146;Rodrigo


|ACTIVIDAD|HH|
|Extender userexit|15|
|Toma de Requerimientos (Reuniones con SC)|1|
|Revisión de código|1|
|Pruebas Unitarias|1|
|Compilación y aprobación de código|2|
|TOTAL|20|",,,,,,,,,,,,,,CESQ-3958,2684860,20
Story,[CHILE][ALSEA] - Estimación HH Obtener Información de Documentos,"*Empresas*
96690980-3 - STARBUCKS COFFEE CHILE S.A.
76414061-3 - FAST FOOD CHILE S.A.
76149435-K - ESTABLECIMIENTOS GASTRONOMICOS ASIAN FOOD CHILE LIMITADA
76545598-7 - GASTROCOCINA SUR SPA

*Producto*: PPL
*Tipo Integracion Afectada* : MIXTO POS

*Descripcion*
El cliente se encuentra evaluando la implementación de su propio proceso de cuadratura, por lo que ha solicitado que le proporcionemos la información necesaria para dicho fin. Específicamente se necesita evaluar dos métodos:

* El cliente nos envía: *Tipo de documento, RUT y Fecha* y le retornamos: *Totales y Cantidades de Boleta por día.*
* El cliente nos envía: *Fecha, Tipo de Documento, RUT* y le retornamos: *Tipo de Documento, monto, folio y RUT.*

Se necesita las HH necesarias para implementar ambos métodos.

*Consideraciones*
Comunicación se realizara por https
Considerar que 1 rut esta en Retail4 y el resto en Retail3
Agregar acciones adicionales de considerarlo necesario.",Complete,6/16/2025 16:17,6/13/2025 19:09,"16/Jun/25 9:28 AM;5ebc5bd3f235020b843a89ef;[~accountid:5ebc58b49ce9ee0b89bb088f] ,

Y esto que seria un WS que respondamos eso o un sftp donde dejemos un archivo con esos datos y si es un archivo tambien deberiamos leer un archivo con los datos de entrada ? Falta mas detalle de lo que se necesita.","16/Jun/25 10:32 AM;5ebc596086d01b0b7d52c146;|ACTIVIDAD|HH|
|Creacion Metdo Consult totales|40|
|Creacion proceso envio SFTP detalles|50|
|Toma de Requerimientos (Reuniones con SC)|2|
|Revisión de código|1|
|Pruebas Unitarias|5|
|Compilación y aprobación de código|2|
|TOTAL|100|","16/Jun/25 10:41 AM;5ebc596086d01b0b7d52c146;Horas TC



|ACTIVIDAD|HH|
|Instalacion nuevos wsdl UAT /PRD|6|
|Apoyo pruebas|5|
|Apoyo en salida en vivo|10|
|Traspaso a Soporte|1|
|Total|22|",,,,,,,,,,,,CESQ-3957,2683545,100
Task,[CL][PPL][Estimacion][Melon - Nuevo tag personalizado],"Cliente: 1 RUT de Holding melon

* MELON S.A. 76109779-2

Ambiente GW cliente

PM: [~accountid:5ebc5cf14e41b90b7b563350]

Requerimiento: Se solicita modificar el filtro del cliente para que soporte un campo personalizado adicional.

Este campo es opcional y puede no estar en todos los documentos que se emitan

Será informado al final de la linea “A0” en la posicion 22

El campo estará al final de la trama y se llamará PDFCASO

Consideraciones:

* Considerar todos los tipos DTE

Comparto trama de ejemplo

{noformat}A0;;OB262776;AL2 POZO ALMONTE;CLAUDIA LABRA / F:22800056;VENCIMIENTO 30 DIAS;79;;;;.;SI;24023428;2025-06-11;39214.8000; 571040001S;;;;Antofagasta-ALTO HOSPICIO;;HORMIGONES;PDFCASO;
A;1.0;33;370;2025-06-11;0;;;;;2;;;;;;;2025-07-11;76109779-2;MELON S.A.;Productor de Cemento;239400;;;;TITANIUM;;ISIDORA GOYENECHEA 2800 PISO 13;LAS CONDES;SANTIAGO;;;77173761-7;1187862;AL2 SPA;.;;EL AMANECER 05041;Antofagasta;ANTOFAGASTA;EL AMANECER 05041;Antofagasta; ANTOFAGASTA;;;;PARQUE LOS NIÑOS, POZO ALMONTE;Pozo Almonte-AL;Pozo Almonte;639593.00;0.00;;19;121523.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;761116;;;
B;1;;;;;;;;;;;0;HF042904010 EC;AH MPM3;;;;7.00;;;;;;;;;;;;;;109801.44;2.80;UF;39214.8000;;129017;;;;;;;;;;;;;;;;;;;;;;;;639593;0.47;
D;1;801; ;79;;2025-06-11;;;;;
D;2;52;0;1760;;2024-11-02;3;;;;{noformat}

Adjunto última versión de filtros

Saludos![^Melon_filters (1).zip]",Complete,6/16/2025 9:39,6/13/2025 11:48,"16/Jun/25 9:37 AM;5ebc5bd3f235020b843a89ef;[~accountid:5e1643c0d5227b0e9d981cb3] , Se envia estimación solicitada:

|ACTIVIDAD|HH|
|Agregar personalizado filtro XSL|7|
|Pruebas Unitarias|1|
|Compilación y aprobación de código|1|
|*TOTAL*|*9*|",16/Jun/25 9:38 AM;5ebc5bd3f235020b843a89ef;Se envio estimación,,,,,,,,,,,,,CESQ-3956,2683113,18
Task,[CL][PPL][Estimacion][Melon - Sharedfolder Cemetos configurar 2 carpetas],"Cliente: Melon servicios compartidos 96774640-1

Ambiente: gateway cliente Backoffice

PM: [~accountid:5ebc5cf14e41b90b7b563350]

Requerimiento:

Cliente genera por canal SHAREDFOLDER. Se solicita validar la factibilidad de realizar un desarrollo que permita tener 2 carpetas dentro del directorio donde se procesan los documentos para poder diferenciar el canal de emisión

Ejemplo



Los documentos contenidos en las carpetas serán siempre del rut 96774640

Por favor, confirmar si es posible realizar este desarrollo y las HH necesarias para esto

Saludos!",Complete,6/10/2025 11:53,6/9/2025 17:30,"10/Jun/25 10:02 AM;5ebc5bd3f235020b843a89ef;[~accountid:5e1643c0d5227b0e9d981cb3] , Como distinguiriamos entre cementos y hormigones ?","10/Jun/25 11:53 AM;5ebc5bd3f235020b843a89ef;[~accountid:5e1643c0d5227b0e9d981cb3] ,

Estimacion:

|ACTIVIDAD|HH|
|SHAREDFOLDER Customizado|24|
|Toma de Requerimientos (Reuniones con SC)|1|
|Pruebas Unitarias|1|
|Compilación y aprobación de código|1|
|*TOTAL*|*27*|",10/Jun/25 11:53 AM;5ebc5bd3f235020b843a89ef;Se envio estimacion solicitada,,,,,,,,,,,,CESQ-3953,2678605,54
Story,[CL][UAT][UNIRED] Estimación de modificación de JAR para corrección de encoding,"*EMPRESA:* UNIRED S.A.
*RUT:* 76.063.653-3
*PM:* [~accountid:5ebc5cf14e41b90b7b563350]
*TICKET PSTC ANALISIS:* [https://sovos.atlassian.net/browse/PSTC-27259|https://sovos.atlassian.net/browse/PSTC-27259|smart-link]

Estimados,

Se solicita de su estimación en modificación de JAR de cliente que permita la correcta aplicación del encoding en documentos emitidos que posean caracteres especiales (tildes, Ñ, etc) de modo tal que no aparezcan garabatos como resultado de la generación:



La solución al problema de encoding fue realizada por [~accountid:5ebc5aaa9ce9ee0b89bb15ae] y [~accountid:5ebc5bd3f235020b843a89ef]

Trama de prueba con issues:

[^760636533_33_35331_2012432 (1).txt]

Considerar en la estimación:

* Extracción de filtro
* Desarrollo propiamente tal
* Entrega de muestra de emisión

Las emisiones del cliente corresponden a carpeta compartida.

Quedamos atentos a información adicional necesaria.

Saludos!",Complete,6/5/2025 13:45,6/5/2025 12:01,"05/Jun/25 1:44 PM;5ebc5bd3f235020b843a89ef;[~accountid:60a73cdd2009f10068da598e] ,

Las HH estimadas son:

|ACTIVIDAD|HH|
|Corrección Encoding|5|
|Revisión de código|1|
|Pruebas Unitarias|2|
|Compilación y aprobación de código|1|
|*TOTAL*|*9*|",05/Jun/25 1:45 PM;5ebc5bd3f235020b843a89ef;Se envio estimacion solicitada,,,,,,,,,,,,,CESQ-3951,2676238,18
Research & Design,Cruz Verde-Intercarry- Evaluación integración paperless- DEC5,"Estimados,

Se requiere estimar y evaluar factibilidad para proyecto DEC 5 que los documentos Guías de despacho, Factura, NC y ND se envién directo a la solución de DEC vía Api que proporciona esta solución

[API DEC5 DOCS|https://api-dec-cl.sovos.com/api/v1/docs#general-changelog]

Envío PDF en base 64

Se adjunta ejemplo con los datos a consumir

Dentro de los parametros el cliente informará metadata para hacer más facil su busqueda



Saludos",Complete,6/5/2025 9:24,6/4/2025 18:30,"05/Jun/25 9:23 AM;5ebc5bd3f235020b843a89ef;[~accountid:5ebc5f447dab3a0bb46be72f] , La estimación es la siguiente:



|ACTIVIDAD|HH|
|Generación utilitario integración DEC5|50|
|Envio a PDF en base64 a DEC|30|
|Toma de Requerimientos (Reuniones con SC)|4|
|Pruebas Unitarias|5|
|Compilación y aprobación de código|1|
|*TOTAL*|*90*|",05/Jun/25 9:24 AM;5ebc5bd3f235020b843a89ef;Se envio estimacion solicitada,,,,,,,,,,,,,CESQ-3950,2675792,90
Story,CHILE - KNAUF - ESTIMACION HHS AGREGAR DISTRIBUCION DE XML PARA DTE RECIBIDOS,"*Nombre Empresas*: Knauf Chile SpA, Knauf Aquapanel SpA, Yesos Andinos SpA
*Rut*: 76201342-8, 76908529-7, 76446380-3
*Tipo de Integracion*: FULL ASP

*Documentos Afectados:* Factura Afecta, Factura Exenta, Nota de Crédito, Nota de Debito, Liquidación de Factura, Factura de Compra , Set Exportacion

*Descripcion*
Se solicita estimar hhs de trabajo para realizar un cambio en integracion creada en ticket [https://sovos.atlassian.net/browse/CESQ-3627|https://sovos.atlassian.net/browse/CESQ-3627], el cual consistia en distribuir PDFs de documentos recibidos a casillas previamente configuradas, el cambio pedido es modificar la distribucion de PDF a XML (DTE) , el resto de la integracion se mantiene

*Consideraciones*
Cambio a realizarse en ambiente QA - PRD",Complete,6/4/2025 17:20,6/3/2025 12:20,"04/Jun/25 2:32 PM;5ebc5bd3f235020b843a89ef;[~accountid:5ebc612ff235020b843ab01f] , Esto es:

# Distribuir XML + PDF
# Cambiar el PDF por el XML

Cual de las 2 opciones por que no me queda claro el titulo dice: “AGREGAR DISTRIBUCION DE XML“ y en la descripción dice: el cambio pedido es modificar la distribucion de PDF a XML?","04/Jun/25 3:05 PM;5ebc612ff235020b843ab01f;hola [~accountid:5ebc5bd3f235020b843a89ef] , deberia sera la 2 , de igual manera podrias estamimar ambas solo por si el cliente cambia de opinion.","04/Jun/25 5:19 PM;5ebc5bd3f235020b843a89ef;[~accountid:5ebc612ff235020b843ab01f] , Teniendo en cuenta lo señalado entonces las HH para los dos casos serian:



|ACTIVIDAD|HH|
|Agregar a la distribucion de PDF el XML|29|
|Toma de Requerimientos (Reuniones con SC)|1|
|Revisión de código|2|
|Pruebas Unitarias|3|
|Compilación y aprobación de código|1|
|*TOTAL*|*36*|
| | |
| | |
|ACTIVIDAD|HH|
|Cambio de envio por mail de PDF a XML|38|
|Toma de Requerimientos (Reuniones con SC)|1|
|Revisión de código|2|
|Pruebas Unitarias|3|
|Compilación y aprobación de código|1|
|*TOTAL*|*45*|",04/Jun/25 5:20 PM;5ebc5bd3f235020b843a89ef;Se envio estimacion solicitada,,,,,,,,,,,CESQ-3948,2674317,162
Story,CHILE - ALSEA - ESTIMACION HH'S HABILITACION FILTRO EMISIO WS (JSON),"*Empresas:*
Starbucks Coffee Chile SA  96.690.980-3
Fast Food Chile S.A.  76.414.061-3
Establecimientos Gastronomicos Asian Food Chile Ltda.  76.149.435-K
Gastrococina Sur SpA  76.545.598-7
*Producto*: Paperless
*Integracion* : Mixto BO

*Documentos de alcance*: Factura Afecta, Factura Exenta, Nota de Crédito, Nota de Débito, Guía de Despacho, Set de Exportación (Factura, Nota de Crédito, Nota de Débito), Boleta Exenta.

*Servidores*
QA: 172.24.76.2 (para todos los ruts),
PRD: 192.168.198.227 (Starbucks) , 192.168.198.134 ( 3 Rut Restantes)

*Descripcion*
Se solicita estimar hhs de esfuerzo para implementar filtro para generacion por WS desde GW BO con formato de entrada JSON , para ello se solicita tomar como base la generacion por filtro full y adecuarlo para operar con JSON (cantidad de tags a implementar aun no estan definidos, pero al menos deberian ser los obligatorios)

*Consideraciones*
Cambios a realizarse en ambiente QA y PRD (server y Gws)
Foliara Sovos , Actualmente para BO empresas solo ocupan el facturador manual
Comunicacion de WS debe soportar http y https
No se considera certificacion en SII de estos documentos
Estimacion de habilitacion/Implementacion WS en PSTC-27342",Complete,6/2/2025 14:38,6/2/2025 13:36,"02/Jun/25 2:37 PM;5ebc5bd3f235020b843a89ef;[~accountid:5ebc612ff235020b843ab01f] ,

La estimación seria:

|ACTIVIDAD|HH|
|Creación de archivo intercambio Filtro Json Full|36|
|Mapeo de datos Json (33,34,61,56,52,110,111,112)|80|
|Toma de Requerimientos (Reuniones con SC)|4|
|Pruebas Unitarias|8|
|Compilación y aprobación de código|2|
|*TOTAL*|*130*|",02/Jun/25 2:38 PM;5ebc5bd3f235020b843a89ef;Se envio estimación solicitada,,,,,,,,,,,,,CESQ-3947,2673395,130
Story,CHILE - FALABELLA - ESTIMACION HHS NUEVOS GWS BO,"*Empresa*: Falabella ( todos los ruts para BO - 85 empresas)

*Integracion*: Mixto BO

*Servidores Afectado*s: f1cloud4006 10.245.60.10
fis011028 10.217.69.33
*Descripcion*

Se solicita revisar si existen customizaciones en servidores de alcance que puedan verse afectados producto del cambio estimado en ticket [https://sovos.atlassian.net/browse/PSTC-27340|https://sovos.atlassian.net/browse/PSTC-27340] que hace referencia a la migracion de servidores a uno mas actualizado (nuevo SSOO Linux, release y bbdd posgresql ) , si es asi por favor calcular tiempos asociados para adecuacion de desarrollos..",Complete,6/2/2025 14:37,5/27/2025 18:59,"02/Jun/25 2:37 PM;5ebc596086d01b0b7d52c146;Diana

como lo conversamos dejamos 20hh de guarda ante problemas

Saludos",,,,,,,,,,,,,,CESQ-3946,2669886,20
Task,[CL][PPL][Estimacion][Kaufmann - Ajuste flujo personalizado de PDF para realizar reproceso de documentos],"Cliente: Holding Kaufmann

Ambiente: GW Cliente

PM: [~accountid:5ebc5cf14e41b90b7b563350]

Requerimiento:

Se solicita revisar factibilidad y estimar HH necesarias para ajustar el flujo desarrollado en [https://sovos.atlassian.net/browse/CESQ-3504|https://sovos.atlassian.net/browse/CESQ-3504|smart-link]

Cliente solicita replicar el flujo para poder realizar el reproceso de documentos y no entorpecer el flujo normal.

Para esto la idea es tomar documentos que ya completaron el flujo de generación de PDF y hacerlos pasar de nuevo por el flujo, pero depositando el PDF en una ruta diferente a configurar.

Revisar factibilidad de depositar los PDF en otra máquina dentro de la red de Kaufmann

Consideraciones:

* Mantener la lógica de estructura de carpetas y nombres
* Solo se cambiaría el disco de destino

Quedamos atentos a sus observaciones

No duden en contactarme en caso de consultas, saludos :)",Complete,5/28/2025 11:31,5/27/2025 18:21,"28/May/25 11:22 AM;5e1643c0d5227b0e9d981cb3;[~accountid:5ebc5bd3f235020b843a89ef]
de acuerdo a lo revisado en reunión
Evaluar HH necesarias para desarrollar un WS Consult que haga el proceso de generación de PDF de los documentos con las siguientes características:

# Conservar la estructura de carpetas y nombre de archivos del proceso original
# La ruta de destino de los PDF debe ser configurable aparte de la del proceso original
# El parametro de entrada será “N°Consult|TipoDTE|Folio1,Folio2,FolioN|
Ejemplo: “1|33|1,2,3”
## Considerar validación para el parámetro TipoDTE, que solo permita los ya considerados en el desarrollo.

Quedamos atentos
Saludos!","28/May/25 11:31 AM;5ebc5bd3f235020b843a89ef;[~accountid:5e1643c0d5227b0e9d981cb3] ,

De acuerdo a lo conversado la estimación seria la siguiente:

|ACTIVIDAD|HH|
|Creacion metodo CONSULT regenera pdf emitidos|40|
|Toma de Requerimientos (Reuniones con SC)|1|
|Revisión de código|1|
|Pruebas Unitarias|2|
|Compilación y aprobación de código|1|
|*TOTAL*|*45*|",28/May/25 11:31 AM;5ebc5bd3f235020b843a89ef;Se envio estimación solicitada,,,,,,,,,,,,CESQ-3945,2669861,2.2
Research & Design,[HPE][PE] Estimación de HH por modificación de filtro para agregar nuevas columnas en el Reporte de Documentos Emitidos,"*Nombre Empresa*: HPE Perú
*NIT/RUT/RUC*: 20335020872
*Producto*: FACTURA ELECTRONICA
*Tipo de Integración*: Full ASP vía AS2
*Salesforce*: Work Estimations
*Task*: Build - Desarrollo de filtro

*Qué solicita?*:

Se solicita la estimación de hh para desarrollo de filtro personalizado para agregar 5 nuevas columnas en el reporte de Documentos emitidos (archivo CSV y TXT):





*Nuevos Campos*:

||*Nombre de Campo*||*Mapeo XML Sovos*||*Mapeo cXML HPI*||
|País|/Invoice/cac:AccountingSupplierParty/cac:Party/cac:PartyLegalEntity/cac:RegistrationAddress/cac:Country/cbc:IdentificationCode|cXML/Request/InvoiceDetailRequest/InvoiceDetailRequestHeader/InvoicePartner/Contact[@role = 'Vendor']/PostalAddress/Country/@isoCountryCode|
|Fecha de Ingreso|Sacado de la plataforma|-|
|Invoice number|PE|SAPOriginalInvoiceNumber|cXML/Request/InvoiceDetailRequest/InvoiceDetailRequestHeader/InvoiceIDInfo/@invoiceID|
|PO Number|PE|OrdenVenta|cXML/Request/InvoiceDetailRequest/InvoiceDetailOrder/InvoiceDetailOrderInfo/SupplierOrderInfo/@orderID|
|Billing Type|PE|BillingType (Actualmente no existe)|cXML/Request/InvoiceDetailRequest/InvoiceDetailRequestHeader/Extrinsic[@name = 'BillingType']|



Cualquier duda quedo atento.

Muchas gracias por el apoyo

Saludos",Complete,5/23/2025 13:53,5/20/2025 19:09,"23/May/25 10:26 AM;5ebc5bd3f235020b843a89ef;[~accountid:5ebc5c856c84140b9ebf831e] ,

Las HH estimadas son:

|*ACTIVIDAD*|HH|
|Modificación reporte Emitidos (5 columnas adicionales)|30|
|Toma de Requerimientos (Reuniones con SC)|1|
|Pruebas Unitarias|4|
|Compilación y aprobación de código|1|
|*TOTAL*|*36*|",23/May/25 10:27 AM;5ebc5bd3f235020b843a89ef;Se envio estimación solicitada,"23/May/25 1:53 PM;5ebc5c856c84140b9ebf831e;Hola Javier, muchas gracias por el apoyo,

Saludos",,,,,,,,,,,,CESQ-3944,2665155,72
Story,CHILE - ESTIMACION - PARQUE ARAUCO - CAMBIO EN PROCESO QUE ENTREGA PDF Y XML RECIBIDOS,"EMPRESA: Parque Arauco
RUTs : 13

|Parque Arauco S.A.|94.627.000-8|
|Todo Arauco S.A.|96.671.020-9|
|Arauco Malls Chile S.A.|96.734.110-k|
|Inmobiliaria Paseo de la Estacion S.A.|96.547.010-7|
|Plaza Estación S.A.|86.339.000-1|
|Desarrollos Inmobiliarios San Antonio S.A.|76.111.950-8|
|Parque Angamos SPA|76.455.843-K|
|Centros Comerciales Vecinales Arauco Express S.A.|76.187.012-2 |
|Inv Parque Arauco Uno|76.013.218-7|
|Bulevar Rentas Inmobiliarias S.A.|76.231.235-2|
|Arauco Centros Comercial|76.939.541-5|
|Arauco Chillán SPA|76.939.551-2|
|Inversiones Arauco SpA|76.625.357-1|

Salesforce: ADMIN
Task: Work Estimation
PM: [~accountid:5ebc5b659ce9ee0b89bb1a90]
SC: [~accountid:5ebc612296bbcb0b85b66075]

DETALLE:

Se solicita la estimación de los siguientes cambios al proceso que entrega los PDF y XML Recibidos a las distintas sociedades de Parque Arauco. La definición del cambio a evaluar, entregada por el cliente, es la siguiente:

*Definición área de compras (Oficina de Partes):*

Se espera que las facturas al ingresar a oficina de partes, *previas validaciones obligatorias actuales que dejan el documento en la pestaña de recibidos SII*, +pasen directamente a la carpeta donde se disponibiliza los documentos para ingresar al ERP+. El formato de los documentos debe ser el mismo que se tiene actualmente, pdf y xml.

Cabe destacar que el proceso ya existe y que está entregando los archivos, pero lo que quieren es que la entrega de estos tenga la misma frecuencia que lo hace en Perú para dejar todo homologado.",Complete,5/22/2025 10:03,5/20/2025 17:37,"22/May/25 10:03 AM;5ebc5bd3f235020b843a89ef;[~accountid:5ebc612296bbcb0b85b66075] ,

Las HH a utilizar serian:

|ACTIVIDAD|HH|
|Disponibilizar XML y PDF documentos recibidos en SFTP Nuestro (13 Rut)|40|
|Extender 13 Rut|13|
|Toma de Requerimientos (Reuniones con SC)|2|
|Revisión de código|2|
|Pruebas Unitarias|4|
|Compilación y aprobación de código|2|
|*TOTAL*|*63*|",22/May/25 10:03 AM;5ebc5bd3f235020b843a89ef;Se envio estimación,,,,,,,,,,,,,CESQ-3943,2665115,63
Task,[CL][PPL][Estimacion][Transbank - Estimar consult para boletas de honorario],"Cliente: 96689310-9	Transbank

Plataforma: Transbank dedicado

PM: [~accountid:5ebc5cf14e41b90b7b563350]

Requerimiento:

Se solicita estimar las HH necesarias para crear un webservice consult que retorne el listado de boletas de honorario recibidas entre 2 fechas de recepcion o emision (a definir por el cliente)

Ejemplo

{noformat}<web:Consult>
<!--Optional:-->
<web:args0>96689310</web:args0>
<!--Optional:-->
<web:args1>adm_tbk</web:args1>
<!--Optional:-->
<web:args2>abc123</web:args2>
<!--Optional:-->
<web:args3>1|2025-01-01|2025-01-31</web:args3>
</web:Consult>{noformat}

La respuesta debe entregar la información separada por |

Ejemplo

{noformat}<ns:return><![CDATA[
FOLIO|RUT EMISOR|RAZON SOCIAL|FECHA EMISION|FECHA INGRESO|MONTO
997|6083720-1|JORGE FERNANDO MENENDEZ ESCOBAR|01-01-2025|01-01-2025|311613
]]>
</ns:return>{noformat}

Consideraciones:

* Validar información disponible en la base de dato que se puede extraer, yo me basé en la información que se encuentra en el portal, pero desconozco las columnas de la tabla.

Quedamos atentos

Saludo!",Complete,5/22/2025 16:08,5/20/2025 14:21,"20/May/25 5:45 PM;5ebc596086d01b0b7d52c146;Esteban

Lamentablemente el monto no se guarda en BD, por ello es dificil poder entregar esa informacion sabiendo que en caso de BH no se guarda el xml si no el pdf como para ir a buscar ese valor.

Quedo atento a saber si estimo sin ese campo.

Saludos","22/May/25 3:38 PM;5e1643c0d5227b0e9d981cb3;hola [~accountid:5ebc596086d01b0b7d52c146]

Afirmativo, estimar sin ese campo

quedo atento, saludos!","22/May/25 4:08 PM;5ebc596086d01b0b7d52c146;|ACTIVIDAD|HH|
|Desarrollo metodo Consult y response personalizado|30|
|Toma de Requerimientos (Reuniones con SC)|2|
|Revisión de código|1|
|Pruebas Unitarias|5|
|Compilación y aprobación de código|2|
|TOTAL|40|",,,,,,,,,,,,CESQ-3942,2664899,40
