Summary,Description,Status,Updated,Created,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Comments,Issue key,Issue id
[CL][PROD][UC-CHRISTUS] Estimacion migración a nuevo eGateway cliente Windows,"*RUT:* 99.573.490-7
*EMPRESA:* UC CHRISTUS SERVICIOS CLINICOS SPA.
*PM:* [~accountid:5ebc5cf14e41b90b7b563350]

Estimado,

Se solicita estimación para cliente mencionado que desea realizar migración de sus actuales eGateway QA y PRD.

Para ello se considera lo siguiente:

* Instalación en SO Windows Server 2019, actualmente tienen Windows Server 2008 (favor indicar si es factible realizar la instalación en Windows Server 2022)
* Cliente propone realizar la replica de los servidores (UAT y PRD) a un nuevo datacenter. En donde se considera que para el caso del ambiente productivo, se debe realizar esta replica en 2 etapas:
** La primera se realizará la replica con la mayor cercanía a la fecha de paso a producción.
** La segunda replica se realizará en el día del paso productivo y contemplará el delta restante de archivos por migrar.
* En los eGateway actuales existen 04 Sociedades que emiten:

|*Nombre*|*RUT/RUC/NIT*|
|uc christus servicios clinicos spa|99573490-7|
|UC CHRISTUS SALUD SPA|99540210-6|
|uc christus servicios ambulatorios spa|76754097-3|
|clinica universidad catolica s a|96534960-K|

* La conexión sera vía VPN por lo que ya se ha solicitado las credenciales actualizadas.
* Las IPs que se deben configurar en el nuevo servidor serán indicadas en el transcurso del proyecto, tanto para UAT como para PRD.
* Considerar la modificación de la URL, que no indique una IP como lo hace hoy en día sino que indique algún nombre por definir:
** Actual: [http://172.31.24.169:8080/Facturacion/|http://172.31.24.169:8080/Facturacion/]
** Ejemplo esperado: [http://uc-christusqa/Facturacion/|http://uc-christusqa/Facturacion/]
* Considerar dentro de la estimación que el paso a producción se debe realizar fuera de horario a contar de las 21:00 hrs.
** Tener en cuenta todas las actividades que se puedan adelantar en horario hábil, para disminuir el tiempo de indisponibilidad del sistema del cliente.

Quedamos atentos a información adicional necesaria.

Saludos!",Done,21/Aug/24 11:21 AM,20/Aug/24 5:25 PM,21/Aug/24 11:21 AM;5ebc5e6cad226b0ba456526d;Se necesita un total de 25 HH. ,,,,,,,,,PSTC-24881,2448392
CHILE - RENTA NACIONAL - ESTIMACION HH'S ACTIVACION RECLAMACION/RECEP AVANZADA/BH,"*Empresa*: Renta Nacional Cia de Seguros Generales S.A. 
*Rut*: 94510000-1

*Descripcion:*
Se solicita estimar lo siguiente: 

* Habilitar módulo de *Reclamacion* con integración mediante WebServices.
* Habilitar *Recepción Avanzada.*
* Configurar Carta de Cortesia (Módulo de Reclamaciones)
* Habilitación de Reclamaciones en ambiente de calidad (QA) y Producción. (Independiente que el ambiente de calidad no tiene data).  
* Habilitar recepcion de *BH*     

  
*Consideraciones*                                                                                                                          	
Cliente realizará aprobación y reclamo desde su *ERP* - Comunicación por WS
Cambios a habilitarse en ambientes QA y PRD (Server) 
",Done,20/Aug/24 12:29 PM,19/Aug/24 4:52 PM,"20/Aug/24 12:29 PM;5ebc5e6cad226b0ba456526d;Se adjunta estimacion total para ambientes QA y PRD

|Actividad|HH|
|Modulo Reclamaciones|2|
|Recepcion Avanzada|2|
|Configuraciones adicionales (carta cortesia,otros)|1|
|Boleta Honorarios|3|
|hypercare|2|
|Total|10|",,,,,,,,,PSTC-24876,2447139
[CL][UAT][VTR] Estimacion actualización de mailing (html),"*EMPRESA:* VTR COMUNICACIONES SPA
*RUT:* 76114143-0
*PM:* [~accountid:5ebc5cf14e41b90b7b563350]

Estimados, 

Se solicita estimación de actualización de mailing (html) para cliente mencionado en donde desea actualizar los mailings enviados a los clientes fijos que posean o no pago automatico de cuentas y sea su primer documento.

Esta actualización de mailing afecta a boletas y facturas, y debe cumplir las siguientes condiciones para ser enviado.

* Corresponda a tipo de servicio Fijo.
* Corresponda al primer documento emitido al cliente.
* Corresponda a un pago PAC o no PAC.

En donde para identificar los conceptos anteriores, en los XML existen los siguientes campos personalizados para validar:

* Para identificar si corresponde a un servicio fijo, en los campos personalizados se indica el campo “TipoServicio” cuyo valor “F” corresponde a un servicio fijo.

{noformat}<campoString name=""TipoServicio"">F</campoString>{noformat}
* Para identificar si el documento corresponde al primer documento emitido a un cliente, existe el campo personalizado “TipoEmision” en donde el valor “BN” corresponde al primer documento emitido.

{noformat}<campoString name=""TipoEmision"">BN</campoString>{noformat}
* Para validar que el pago corresponda o no a un PAC (pago automatico de cuentas) existe un campo personalizado llamado “PACPAT” que cuando indica valor “PAC” corresponde a un pago automatico de cuentas y cuando indica otro valor o vacío, no corresponde a un pago automatico de cuentas.

{noformat}<campoString name=""PACPAT"">PAT</campoString> No corresponde a un pago automatico de cuentas
<campoString name=""PACPAT""></campoString> No corresponde a un pago automatico de cuentas
<campoString name=""PACPAT"">PAC</campoString> Corresponde a un pago automatico de cuentas{noformat}

Una vez validados los puntos anteriores, se debe enviar el mailing correspondiente, adjunto HTML para los casos en donde el campo “PACPAT” corresponde a un PAC (VTR_BOL_ELEC_PAC_R3.html) y cuando no (VTR_BOL_ELEC_PE_R3.html).

Adicionalmente adjunto XML de muestra de un cliente que tiene una primera boleta, es de servicio fijo y no tiene pago automatico de cuenta.

Además, de ser necesario, podemos coordinar una cita para revisar las dudas que queden.

Quedamos atentos.

Saludos!",Done,19/Aug/24 6:47 PM,16/Aug/24 2:44 PM,"19/Aug/24 6:44 PM;5ebc57aaf235020b843a6f2d;Mario, 

por lo que entiendo esto seria como una distribucion nueva, revisando QA ellos no tienen nada, por lo que para esto seria:

||*ACTIVIDAD*||*HH*||
|Creacion de mailing|6HH (3 HH por html)|
|Carga de mailing en QA y PRD|2 (1hh por servidor)|
|Configuracion de mailing en QA y PRD|4 (2 por servidor)|
|*TOTAL*|*12 HH*|

Saludos.-",,,,,,,,,PSTC-24860,2445225
[CL][UAT][SAESA] Estimacion modificacion plantilla MontoNF VlrPagar,"*EMPRESA:* Sociedad Austral de Electricidad S.A.
*RUT:* 76073162-5
*INTEGRACION:* Mixta
*PLATAFORMA:* Retail 4
*PM:* [~accountid:5ebc5cf14e41b90b7b563350]

Estimados,

Se solicita estimación para la modificación de plantilla de 16 sociedades de Saesa detalladas a continuación:

|*#*|*RUT/RUC/NIT*|*Nombre*|
|1|76073162-5|Sociedad Austral de Electricidad S.A.|
|2|76073164-1|Empresa Eléctrica de la Frontera S.A.|
|3|77312201-6|Sistema de Transmision del Sur S.A.|
|4|96531500-4|Compañía Eléctrica Osorno S.A.|
|5|88272600-2|Empresa Eléctrica de Aisén S.A.|
|6|76186388-6|Sagesa S.A.|
|7|99528750-1|Sociedad Generadora Austral S.A.|
|8|76410374-2|Sistema de Transmisión del Norte S.A.|
|9|76440111-5|Sistema de Transmisión del Centro S.A.|
|10|76519747-3|Sociedad Austral de Transmisión Troncal S.A.|
|11|76429813-6|Línea de Transmisión Cabo Leones S.A.|
|12|77227565-K|Saesa Innova Soluciones SPA|
|13|77227557-9|Saesa Gestion y Logistica SPA|
|14|76389448-7|Tolchen Transmision SPA|
|15|77611649-1|Sociedad Transmisora Metropolitana S.A.|
|16|77708654-5|Sagesa Generacion S.A.|

Considera las plantillas que correspondan a la facturación masiva, manual y por WS para los siguientes tipos de documentos:

* Factura Afecta
* Factura Exenta
* Nota de Débito
* Nota de Crédito

La modificación refiere a añadir 2 tags en el cuadro de totales que indiquen el “MONTO NO FACTURABLE” <MontoNF> y el “TOTAL A PAGAR” <VlrPagar>

En donde se debe respetar el mismo formato de las glosas anteriores (tamaño y fuente).

!image-20240816-140452.png|width=922,height=192,alt=""image-20240816-140452.png""!



Quedamos atentos a información adicional necesaria.

Saludos!",Done,16/Aug/24 12:00 PM,16/Aug/24 10:06 AM,16/Aug/24 12:00 PM;5ebc5e6cad226b0ba456526d;Se necesitan 16 HH,,,,,,,,,PSTC-24856,2444905
CHILE - ESTIMACION - TURBUS - MIGRACION DE DOCUMENTOS HISTORICOS 6 AÑOS,"h2. Implementación

Quién lo solicita?:

*Nombre Empresa*: TURBUS.
Canal: BACKOFFICE - POS
NIT/RUT/RUC:

|Empresa|RUT|
|INMOBILIARIA E INVERSIONES ANDO LIMITADA|96593960-1|
|STARKEN SPA|96794750-4|
|ONITEC SPA|76128566-1|
|BUSES BIO BIO SPA|79510320-1|
|CENTRO DE FORMACION PROFESIONAL LTDA|78971320-0|
|PILAY SPA|77721870-0|
|COMPANIA DE TRANSPORTES VENTROSA SPA|76642320-5|
|COMPANIA JAC TRANSPORTES SPA|76257230-3|
|CONDOR BUS SPA|80228400-4|
|KAUDAT SPA|76211240-K|
|TRANSPORTES INTERSUR SPA|76472660-K|
|RENTA DE MAQUINARIAS Y EQUIPOS AMANCAY SPA|76137790-6|
|SAMEX SPA|76629600-9|
|SIMPLUS SPA|77316581-5|
|TRANSPORTES TAS CHOAPA INTERNACIONAL LIMITADA|76367530-0|
|EMPRESA DE TRANSPORTES RURALES SPA|80314700-0|
|STARKEN INTERNACIONAL SPA|77704625-K|

Producto: BO - POS
Tipo de Integración: MIXTA
PM asignado (si existe): [~accountid:5ebc5b659ce9ee0b89bb1a90] 
SC: [~accountid:5ebc612296bbcb0b85b66075] 
Salesfore: ADMIN
Tarea: Work Estimation

Qué solicita?:

Descripción (Que, para qué):

Se necesita estimar la migración de documentos históricos de los últimos 6 años para las 17 sociedades indicadas anteriormente.

La cantidad de documentos total a migrar es de 72.000.000 (12.000.000 por año).

Gracias.",Done,16/Aug/24 12:01 PM,14/Aug/24 3:46 PM,14/Aug/24 5:59 PM;5ebc5e6cad226b0ba456526d;Se necesitan 200 HH,,,,,,,,,PSTC-24844,2443636
[CL][PPL][Estimacion][Walmart - Generacion de reporte diario parte 2],"h2. Description

|*Nombre*|*RUT/RUC/NIT*|
|s150 Administradora Supermercados Hiper Ltda.|76134941-4|
|s151 Administradora Supermercados Express Ltda.|76134946-5|
|s157 Walmart Chile Mayorista Ltda.|76232647-7|
|s107 Abarrotes económicos S.A.|76833720-9|
|s260 EKONO LIMITADA|76473580-3|

PM: [~accountid:5ebc5cf14e41b90b7b563350]

Se solicita estimar HH para generar 2 reportes personalizados por RUT todos los días a una hora por configurar que tenga los siguientes campos

uno de los reportes debe contener todos los DTE excepto guias de despacho y el otro debe contener solo guias de despacho

Considerar entregar la información a través de una de dos opciones diferentes

# SFTP de Walmart (Se esta validando la opcion de mover de manera manual el reporte al SFTP, tarea que realizaría el equipo de soporte)
# Bucket GCP (Google Cloud Platform) donde ellos entregaran credenciales, comparto documentación
[https://cloud.google.com/storage/docs/samples/storage-upload-file#storage_upload_file-java|https://cloud.google.com/storage/docs/samples/storage-upload-file#storage_upload_file-java]
[https://cloud.google.com/storage/docs/samples/storage-upload-file#storage_upload_file-python|https://cloud.google.com/storage/docs/samples/storage-upload-file#storage_upload_file-python]

Sin importar cual sea el método de entrega la estructura del directorio será:

<storage_base_finanzas>/<sub_dominio_walmart><fecha_foto_datos:yyyyMMdd><RUT_formato>/*.csv 

Considerar que este reporte debe instalarse en 2 servidores

[http://walmartchile.paperless.cl/Facturacion/inicio.jsp|http://walmartchile.paperless.cl/Facturacion/inicio.jsp]

[https://walmart.paperless.cl/Facturacion/|https://walmart.paperless.cl/Facturacion/|smart-link]

+*Datos necesarios reportes*+

RUT EMISOR

NUMERO LOCAL

CAJA

TIPO DTE

FOLIO

RUT RECEPTOR

RAZON SOCIAL

FECHA INGRESO

FECHA EMISION

MONTO IVA

MONTO EXENTO

MONTO NETO

MONTO TOTAL

TASA IVA

ESTADO SII

DESC ESTADO SII

*SG asociado a cada boleta: Ejemplo:* DetPersonAFN_01>[MUNDOLIDER.CO|http://mundolider.com/] 511015557470000</DetPersonAFN_01 este ultimo campo es un personalizado

Estimación anterior
[https://sovos.atlassian.net/browse/CESQ-3733|https://sovos.atlassian.net/browse/CESQ-3733|smart-link] ",Done,13/Aug/24 5:36 PM,13/Aug/24 2:27 PM,13/Aug/24 5:36 PM;5ebc5e6cad226b0ba456526d;Por el lado de TC se necesitarán 4 hh esto para configurar y probar el desarrollo que se haga por el lado de CESQ,,,,,,,,,PSTC-24832,2442085
[MX][REACHCORE][Estimacion][Grupo Peña verde SAB de CV - Modificacion de plantillas Reachcore],"Cliente: RFC: PVE780707E48
Servicio: Reachcore Mexico

Cuentas

SERVICIOS ADMINISTRATIVOS PEÑA VERDE 

IdCuenta Piloto=f62fc085-3ab5-4c5c-94c5-8d01d1097c49

IdCuenta Produccion=b30859b3-09f4-417b-9a86-c404e16b2748

PM: [~accountid:5ebc5cf14e41b90b7b563350] 

Requerimiento:

Se solicita estimar HH para:

dos modificaciones en la vista grafica

El primero por el cambio de versión de la facturación de la 3.3 a la 4.0. Actualmente el cliente tiene la vista grafica estándar y necesita migrar la vista grafica personalizada que tenía en la versión 3.3.

La segunda modificación es mostrar la addenda que actualmente aparece en el XML en la vista grafica.

Adicionalmente, se solicita el desarrollo de la vista grafica de un estado de cuenta. Se adjunta ejemplo del estado de cuenta.

Considerar modificaciones e instalacion en ambientes productivo y QA



[^000 000 055 20 2020 000 043 00 2020 USD_ABRIL-JUNIO 2021.PDF]
[^RPA530226KK1-B-11473.XML]

Quedamos atentos

Muchas gracias!",Done,04/Sep/24 10:23 PM,07/Aug/24 6:26 PM,"14/Aug/24 4:14 PM;6317db979794410874c743c8;Me pueden compartir un ejemplo del pdf que quieren se migre a 4.0.

Por otro lado en cual tax id se requiere cambiar el pdf 3.3 a 4.0 y en cual va el estado de cuenta","14/Aug/24 6:44 PM;6317db979794410874c743c8;Estimados, En el XML no veo la Addenda, necesito la informacion de los campos que llevan y donde se deberan de integrar en el pdf.","04/Sep/24 10:22 PM;6317db979794410874c743c8;A continuacion la estimación.

|Actividad|HH|
|Reuniones de definicion y revisión|2|
|Desarrollo de 1 Representaciones impresas customizadas""Estado de Cuenta""|16|
|Ajuste de pruebas y muestras|2|
|Actualizacion de PDF 3.3 a 4.0|6|
|Ajuste de pruebas y muestras|2|
|Carga de Templates al ambiente de UAT|1|
|Actualizacion en los ambientes de PRD|1|
| | |
|Total|30|

Saludos",04/Sep/24 10:23 PM;6317db979794410874c743c8;Estimación enviada,,,,,,PSTC-24798,2436027
CL - VITAPRO - ESTIMACION 04564289,"|VITAPRO CHILE S.A|96.677.260-3|

SC: [~accountid:60a73cdd2009f10068da598e] 

Hola!



Favor solicitamos las HH para migrar la sociedad Vitapro , cliente emisión filtro full, por WDSL desde su servidor egateway ( acceso desde ssh servidor Perú) hacia modelo cloud SOVOS.

Favor indicar si hay actividades recomendables realizar fuera de horario.





Gracias!",Done,16/Aug/24 12:17 PM,07/Aug/24 11:16 AM,09/Aug/24 10:14 AM;5ebc5e6cad226b0ba456526d;[~accountid:5ebc5cf14e41b90b7b563350] entonces la migracion seria desde el egw del cliente hacia un egw sovos ? necesita migrar QA y PRD ? ,16/Aug/24 12:11 PM;5ebc5e6cad226b0ba456526d;[~accountid:5ebc5cf14e41b90b7b563350] favor responder,"16/Aug/24 12:17 PM;5ebc5e6cad226b0ba456526d;Para realizar migracion a FULL ASP para UAT y PRD, se necesitan:


10 HH migracion 
4 HH hypercare",,,,,,,PSTC-24789,2435448
CHILE - FALABELLA- ESTIMACION HH'S AGREGAR BOLETAS /LIQUIDACION FACTURA FALABELLA.COM,"*Empresa*: [FALABELLA.COM|http://FALABELLA.COM]  SPA    
*Rut*: 76212492-0
*Integracion* : Mixto BO WS (Filtro full ASP)
*Tipo de Documentos Afectados*: Liquidación Factura , Boleta Afecta , Boleta Exenta

*Descripcion*
Se solicita estimar implementacion de 3 nuevos tipos de documentos en rut de alcance

* Creacion Plantillas en base a las ya existentes para el rut  
* Configuracion plataforma emision/envio a SII estos tipos de documentos 
* Creacion correo distribucion (mailing) personalizado (basado en rut 77261280-K Falabella Retail)
* Validar que el servidor soporta volumetria de nuevos documentos (100 mil docs mensuales) 

*Consideraciones* 

* Cambios a realizarse en ambientes QA - PRD ( server - gw - contingencia) 

* No se consideran certificaciones de estos documentos
* No incluye Facturador Manual 
* No se requiere modulos adicionales
* No se consideración modificación en la integración o los canales de comunicación
* Mensaje de entrada full asp

* No hay cambio para ningun otro tipo de DTE , en caso de modificaciones al alcance de este SOW sera considerado como un control de cambios ",Done,06/Aug/24 12:11 PM,05/Aug/24 6:52 PM,"06/Aug/24 12:11 PM;5ebc5e6cad226b0ba456526d;|Actividad|HH|
|Configuraciones|3|
|Diseño|4|
|Mailing|3|
|hypercare|2|
|Total|12|",,,,,,,,,PSTC-24776,2433461
CHILE - CHILQUINTA - ESTIMACION HH'S AGREGAR SET EXPORTACION TECNORED ,"*Empresa*:  Tecnored
*Rut*: 77.302.440-5
*Tipos de Documentos Afectados* : Factura Exportacion , Nota de Debito Exportacion, Nota de Credito Exportacion 

 *Descripcion*: 

Se solicita estimar incorporacion de  nuevo Set de documentos a generación de empresa de alcance , el proyecto incluye las siguientes tareas:

* Certificación Documentos de Exportación en SII
* Configuración Plataforma para emitir estos tipos de documentos (Solo Facturador Manual)
* Creación de Plantillas personalizadas 
* Distribucion de Documentos Standar 

*Consideraciones*

Cambios serán realizados en ambientes QA y PRD de Filiales  
Para la construcción de plantillas se tomara imagen de muestra enviada por cliente , teniendo como referencia XML generado por facturador manual ( No se consideran campos personalizados) 
Se considera envío de muestras a cliente 
Volumetria estimada : 12 documentos anuales ",Done,24/Apr/25 4:02 PM,05/Aug/24 12:45 PM,"05/Aug/24 1:06 PM;5ebc5e6cad226b0ba456526d;|Actividad|HH|
|Certificacion Set Exportacion|7|
|Configuraciones|2|
|Diseño|4|
|hypercare|1|
|Total|14|",,,,,,,,,PSTC-24771,2433066
CHILE - ESTIMACION - PEUGEOT - CAMBIOS A PLANTILLAS DE EXPORTACION,"Empresa: PEUGEOT Chile S.A. (PSA CHILE S.A.)
RUT: 84.687.500-K
Ambiente: QA
Servidor: GW/Retail3 (https)
Salesforce: ADMIN
Task: Work Estimation
PM: [~accountid:5ebc5b659ce9ee0b89bb1a90] 
SC: [~accountid:5ebc612296bbcb0b85b66075] 

DETALLE:
Estimados, se solicita la estimación por el cambio a las plantillas del Set de Exportación de Peugeot Chile. 

El cambio solicitado es para la plantilla Manual y en función de esta, se requiere la creación de las plantillas BO correspondientes.

Los cambios a la plantilla Manual y para las BO se detallan en archivo adjunto:

[^Fact Exportacion.xml]
[^Presentación1.pptx]
[^NC_Exportacion.xml]



Para las nuevas columnas indicadas en el formato BO, los valores se deberan obtener de la siguiente forma:

Para el *número de pedido* enviaremos el tag {color:#006644}*verde*{color} y para el *código de item* el tag {color:#4c9aff}*celeste*{color}.

*<Detalle>*

*<NroLinDet>1</NroLinDet>*

*<CdgItem>*

*<TpoCodigo>INT1</TpoCodigo>*

*<VlrCodigo>*{color:#006644}*0400021718*{color}*</VlrCodigo>*

*</CdgItem>*

*<CdgItem>*

*<TpoCodigo>INT2</TpoCodigo>*

*<VlrCodigo>*{color:#4c9aff}*9805552080*{color}*</VlrCodigo>*

*</CdgItem>*

*<NmbItem>FILTROS REACONDICIONADOS</NmbItem>*

*<QtyItem>10</QtyItem>*

*<PrcItem>999</PrcItem>*

*<MontoItem>9990</MontoItem>*

*</Detalle>*

Quedamos atentos , gracias.",Done,09/Sep/24 4:54 PM,02/Aug/24 12:08 PM,05/Aug/24 9:51 AM;5ebc5e6cad226b0ba456526d;Se necesitan 5 hh para realizar los cambios solicitados ,,,,,,,,,PSTC-24763,2431289
[CL][PRD][MEGACENTRO]  ESTIMACION RECLAMACIONES,"Hola



Por favor solicito estimar las hh para habilitar el modulo de reclamaciones en producción ( Retail 5), para los 20 ruts detallados a continuación.

|#|RUT|RAZON SOCIAL|
|1|96730520-0|INMOBILIARIA E INVERSIONES CENTRO NACIONAL DE BODEGAJE SPA|
|2|76248275-4|RENTAS LOS TRAPENSES SPA|
|3|76267548-K|MEGACENTRO CARRASCAL SPA|
|4|76472789-4|CENTRO LOGISTICO Y DISTRIBUCION MEGACENTRO - ENEA SPA|
|5|76390430-K|MEGACENTRO SAN PEDRO SPA|
|6|76377075-3|REDMEGACENTRO S.A.|
|7|76156598-2|MI BODEGA SPA|
|8|77367797-2|MI BODEGA LOS TRAPENSES SPA|
|9|77257574-2|MI BODEGA SAN DIEGO SPA|
|10|76083991-4|RENTCO SPA|
|11|77338920-9|RENTAS LA CASTELLANA SPA|
|12|76972925-9|RSP MI BODEGA SPA|
|13|76908475-4|RENTAS BUENAVENTURA SPA|
|14|76785979-1|RENTAS EL RETIRO SPA|
|15|76785979-1|RENTAS SAN PEDRO S.A.|
|16|76769393-1|RENTAS COQUIMBO SPA|
|17|76756744-8|RENTAS MIRAFLORES S.P.A|
|18|76951324-8|SERVICIOS INTEGRALES DE SEGURIDAD SPA|
|19|77050571-2|NÚCLEO RECOLETA SPA|
|20|76178665-2|MEGACENTRO CHILE SPA|





[~accountid:60a73cdd2009f10068da598e] ",Done,05/Aug/24 9:52 AM,31/Jul/24 10:27 AM,05/Aug/24 9:52 AM;5ebc5e6cad226b0ba456526d;Se necesitan 10 hh ,,,,,,,,,PSTC-24741,2428431
COL - ESTIMACION - AGREGAR INFORMACION DE IMPUESTOS A PLANTILLA ESTANDAR RECEPCION,"Empresa: EMPRESAS CMPC
RUT: 8170027530 SOFTYS COLOMBIA S.A.
RUT: 9002514154 SOFTYS GACHANCIPA S.A.
Ambiente: QA
Servidor: ADMIN
Salesforce: *Work Estimation*
Tarea: Build task
PM: [~accountid:5ebc5b659ce9ee0b89bb1a90]
SC: [~accountid:5ebc612296bbcb0b85b66075]

*DETALLE*: 
Se solicita estimar los siguientes cambios a la plantilla estándar de Recepción, para incorporar nuevas líneas de impuestos a nivel de Totales. La factibilidad de este requerimiento se solicitó en los tickets [https://sovos.atlassian.net/browse/PPLCSSQ-2|https://sovos.atlassian.net/browse/PPLCSSQ-2|smart-link] donde Producto indicó que se pueden agregar los nuevos valores a nivel de Totales en la plantilla estándar.

Los vaores a agregar son los siguientes:

ReteICA, ReteIVA y ReteRenta

Estos datos vienen en la siguiente sección del XML:

!image-20240729-225836.png|width=642,height=391,alt=""image-20240729-225836.png""!

!image-20240729-225903.png|width=605,height=182,alt=""image-20240729-225903.png""!



Se adjunta XML con los tags que se requieren incorporar y PDF Actual sin los impuestos incorporados, para que se tenga de referencia donde incorporarlos.

[^CO02_000008250665_9003899301_TQS3042.xml] [^CO02_000008250665_9003899301_TQS3042.pdf]  



Los datos de accesos para validar la representación actual en Producción son los siguientes:

ASP PROD COL:
[http://asp401r.paperless.com.co/Facturacion/|http://asp401r.paperless.com.co/Facturacion/|smart-link] 

PROTISA
9002514154
admin_protisa
abc123

DRYPERS
8170027530
admin_drypers
abc123",Done,08/Oct/24 2:16 PM,29/Jul/24 6:57 PM,30/Jul/24 6:45 PM;5ebc5e6cad226b0ba456526d;Se necesitan 4 hh ,,,,,,,,,PSTC-24733,2426108
CHILE - FALABELLA - ESTIMACION HH'S CAMBIO OFICINA SII (9 RUTS) ,"*Empresas:*

|*Nombre*|*RUT/RUC/NIT*|
|Falabella Retail SA.|77261280-K|
|Promotora Chilena de Café Colombia|76000935-0|
|Gift Corp SpA.|76142721-0|
|Trasciende, Gestión Integral de Capacitación S.P.A|78745900-5|
|Trineemac S.A.|76054151-6|
|Logistica Internacional Limitada|76167965-1|
|[Falabella.Com|http://Falabella.Com]|76212492-0|
|Fazil SpA|77414389-0|
|Sodimac|96792430-K|


*Producto*: Paperless
*Tipo de Integración*: MIXTO BO-POS
*Documentos de alcance:* Factura Afecta , Factura Exenta , Nota de Credito, Nota de Debito, Guia de Despacho, Factura de Compra, Set Exportacion, Liquidacion Factura , Boleta Afecta , Boleta Exenta 

*Descripción:*

* Se solicita estimar el cambio de modificacion de oficina del SII en las plantillas

|#|Rut|Sociedad|Dice|Debe Decir|
|C029|77261280-K|Falabella Retail SA.|Santiago Centro|Santiago Oriente|
|C031|76000935-0|Promotora Chilena de Café Colombia|Santiago Centro|Santiago Oriente|
|C032|76142721-0|Gift Corp SpA.|Santiago Centro|Santiago Oriente|
|C048|78745900-5|Trasciende, Gestión Integral de Capacitación S.P.A|Santiago Centro|Santiago Oriente|
|C054|76054151-6|Trineemac S.A.|Santiago Centro|Santiago Oriente|
|C055|76167965-1|Logistica Internacional Limitada|Santiago Centro|Santiago Oriente|
|C102|76212492-0|[Falabella.Com|http://Falabella.Com]|Santiago Centro|Santiago Oriente|
|C110|77414389-0|Fazil SpA|Santiago Centro|Santiago Oriente|
| |96792430-K|Sodimac|Santiago Poniente|Santiago Oriente|

Ejemplo

!image-20240725-170713.png|width=1057,height=222,alt=""image-20240725-170713.png""!


*Consideraciones*

* DTEs: Todos los DTEs habilitados para las sociedades de alcance
* Fecha de Corte: Se agregara a todos los ruts salvo Sodimac 96792430-K
* Considerar Instalacion en servidores : QA (eGW + eServer) + PRD (eGW + eServer)  + Contingencia.
* Considerar envio de muestras para cada tipo de documento y rut ",Done,22/Oct/24 9:57 AM,25/Jul/24 1:10 PM,25/Jul/24 3:44 PM;5ebc5e6cad226b0ba456526d;Se necesitan 11 hh ,,,,,,,,,PSTC-24710,2422894
CHILE - ESVAL - ESTIMACION HH'S MODIFICACION DIRECCION FACTURA DE COMPRA ,"*Nombre Empresa:* ESVAL, AGUAS DEL VALLE 
*Rut:*. 76000739-0, 99541380-9
*Producto*: Paperless
*Tipo de Integración*: Mixto (eGW Dedicado) - OT / FTP - Filtro Personalizado de Carga Masiva.
*Documentos dentro del alcance:* Factura de Compra 

Descripcion
Se solicita estimar esfuerzo para siguentes modificaciones en documento de alcance para ambos ruts : 

- Cambio Direccion en plantillas 
+Esval+
Cambiar Direccion Comercial: donde dice  Cochrane 751 - casilla 13-V, Valparaíso por Libertad 1348 Piso 9, Viña del Mar, Casilla 38
Cambiar direccion SII; donde dice S.I.I: VALPARAISO por S.I.I: VIÑA DEL MAR 

!image-20240722-164159.png|width=916,height=365,alt=""image-20240722-164159.png""!


+Aguas del Valle+

Cambiar direccion SII; donde dice S.I.I: VALPARAISO por S.I.I: LA SERENA
Cambiar Direccion Comercial: donde dice Cochrane 751, Valparaíso por Colo Colo 935 - La Serena



!image-20240722-164249.png|width=785,height=310,alt=""image-20240722-164249.png""!


-  Cambio Direccion en Facturador manual 
+Esval+ : donde dice  Cochrane 751 - casilla 13-V, Valparaíso por Libertad 1348 Piso 9, Viña del Mar, Casilla 38

!image-20240722-164128.png|width=1080,height=337,alt=""image-20240722-164128.png""!


+Aguas del Valle+: donde dice Cochrane 751, Valparaíso por Colo Colo 935 - La Serena

!image-20240722-164217.png|width=1210,height=579,alt=""image-20240722-164217.png""!


*Consideraciones*
Considerar Cambios a realizarse en ambiente QA/PRD (GW - SERVER)
Considerar acompañamiento en pruebas
Cambio viene de un proyecto en curso en donde no se considero cambio para este tipo de documento ( ultimo ticket asociado PSTC-24597) ",Done,22/Jul/24 4:06 PM,22/Jul/24 12:50 PM,22/Jul/24 4:06 PM;5ebc5e6cad226b0ba456526d;4 HH,,,,,,,,,PSTC-24673,2419142
